Crash Number,Date and Time of Crash,Police Shift,Crash Location,Light Conditions,Weather Conditions,Road Surface,Road Contributing Circumstances,Traffic Control Device Type,Roadway Intersection Type,Trafficway Description,Manner of Collision,First Harmful Event,First Harmful Event Location,Speed Limit,Work Zone,Count Fatal Injury ,Count Suspected Serious Injury,Count Suspected Minor Injury ,Count Possible Injury,Count No Apparent Injury,Count Unknown Injury,Count Not Reported Injury,Total Non-Motorists,Pedestrian Involvement (Non-Motorist),Cyclist Involvement (Non-Motorist),Other Non-Motorist Involvement,Non-Motorist Location ,Non-Motorist Action,Non-Motorist Condition,Hit and Run Flag,Latitude,Longitude,Ward,Block Code 
22022933,2022-04-28 07:16:00,Last Half (Midnight - 8AM),"ELM ST & CUTTER AVE Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,FOUR WAY INTERSECTION                             ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3938,-71.1209,6,250173509002002
22043466,2022-08-05 15:20:00,Day Shift (8AM - 4PM),"197 ELM ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",REAR-END                                          ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,UNKNOWN                                           ,25 ,N,0,0,0,1,2,0,0,0,0,0,0,,,,N,42.3935,-71.1204,6,250173509002002
21054187,2021-10-14 20:51:00,First Half (4PM - Midnight),"ELM ST & RUSSELL ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,T-INTERSECTION                                    ,"ONE-WAY, NOT DIVIDED                              ",SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDESTRIAN                         ,UNKNOWN                                           ,25 ,N,0,1,0,0,3,0,0,1,1,0,0,MARKED CROSSWALK AT INTERSECTION                  ,ENTERING OR CROSSING SPECIFIED LOCATION           ,APPARENTLY NORMAL                                 ,N,42.3938,-71.1209,6,250173509002002
18062204,2018-10-19 18:32:00,First Half (4PM - Midnight),"201 ELM ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,ROADWAY                                           ,25 ,N,0,0,1,0,4,0,0,1,0,0,1,IN ROADWAY                                        ,APPROACHING OR LEAVING VEHICLE                    ,APPARENTLY NORMAL                                 ,N,42.3938,-71.1205,6,250173509002002
19053674,2019-09-18 09:46:00,Day Shift (8AM - 4PM),"SUMMER ST & WILLOW AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,T-INTERSECTION                                    ,"ONE-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,20 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3929,-71.1177,6,250173509002005
19021128,2019-04-18 01:20:00,Last Half (Midnight - 8AM),"332 SUMMER ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,25 ,N,0,0,0,0,1,0,0,0,0,0,0,,,,N,42.393,-71.1183,6,250173509002005
22005496,2022-02-03 21:43:00,First Half (4PM - Midnight),"330 SUMMER ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,OTHER                                             ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",REAR-END                                          ,COLLISION WITH PARKED MOTOR VEHICLE               ,OUTSIDE ROADWAY                                   ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3929,-71.1182,6,250173509002005
18043819,2018-07-23 18:19:00,First Half (4PM - Midnight),"157 ELM ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,,,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3919,-71.1191,6,250173509002005
24021668,2024-04-17 18:52:00,First Half (4PM - Midnight),"SUMMER ST & WILLOW AV Somerville, MA",DUSK                                              ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,FOUR WAY INTERSECTION                             ,"ONE-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,ROADWAY                                           ,25 ,N,0,0,1,0,2,0,0,1,0,1,0,ON-STREET BIKE LANES                              ,ENTERING OR CROSSING SPECIFIED LOCATION           ,APPARENTLY NORMAL                                 ,N,42.3929,-71.1177,6,250173509002005
23045572,2023-08-12 08:42:00,Day Shift (8AM - 4PM),"145 ELM ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,FOUR WAY INTERSECTION                             ,"ONE-WAY, NOT DIVIDED                              ",HEAD ON                                           ,OTHER                                             ,ROADWAY                                           ,20 ,N,0,0,0,1,1,0,0,1,0,1,0,MARKED CROSSWALK AT INTERSECTION                  ,"WALKING, RUNNING OR CYCLING                       ",APPARENTLY NORMAL                                 ,N,42.3913,-71.1185,6,250173509002006
19007854,2019-02-12 14:41:00,Day Shift (8AM - 4PM),"318 SUMMER ST Somerville, MA",DAYLIGHT                                          ,SNOW                                              ,SNOW                                              ,ROAD SURFACE CONDITION                            ,TRAFFIC CONTROL SIGNAL                            ,FOUR WAY INTERSECTION                             ,"TWO-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3926,-71.1174,6,250173509002006
23051453,2023-09-08 06:58:00,Last Half (Midnight - 8AM),"ELM ST & WILLOW AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,20 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3913,-71.1188,6,250173509002006
20048399,2020-10-07 13:55:00,Day Shift (8AM - 4PM),"ELM ST & WILLOW AV Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,DRY                                               ,NONE                                              ,UNKNOWN                                           ,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ",UNKNOWN                                           ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3913,-71.1188,6,250173509002006
20051571,2020-10-24 13:46:00,Day Shift (8AM - 4PM),"22 BANKS ST Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,20 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3916,-71.1179,6,250173509002006
23049994,2023-09-01 11:56:00,Day Shift (8AM - 4PM),"307 SUMMER ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,2,2,0,0,0,0,0,0,,,,N,42.3925,-71.1167,6,250173509002007
21034373,2021-07-06 17:38:00,First Half (4PM - Midnight),"HANCOCK ST & SUMMER ST Somerville, MA",DAYLIGHT                                          ,RAIN                                              ,WET                                               ,NONE                                              ,NO CONTROLS                                       ,FOUR WAY INTERSECTION                             ,"TWO-WAY, NOT DIVIDED                              ",SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,ROADWAY                                           ,25 ,N,0,0,1,0,1,0,0,1,0,1,0,IN ROADWAY                                        ,"WALKING, RUNNING OR CYCLING                       ",APPARENTLY NORMAL                                 ,N,42.3918,-71.1157,6,250173509002007
19065587,2019-11-16 11:57:00,Day Shift (8AM - 4PM),"BURNSIDE AV & SUMMER ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ",HEAD ON                                           ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3922,-71.1163,6,250173509002007
21029267,2021-06-10 12:12:00,Day Shift (8AM - 4PM),"303 SUMMER ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,25 ,N,0,0,2,0,2,0,0,0,0,0,0,,,,N,42.3924,-71.1164,6,250173509002007
22027077,2022-05-16 08:04:00,Day Shift (8AM - 4PM),"BANKS ST & ELM ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,FOUR WAY INTERSECTION                             ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3909,-71.1183,6,250173509002008
23074956,2023-12-29 21:33:00,First Half (4PM - Midnight),"BANKS ST & ELM ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",SINGLE VEHICLE CRASH                              ,COLLISION WITH PARKED MOTOR VEHICLE               ,ROADWAY                                           ,25 ,N,0,0,0,2,1,0,0,0,0,0,0,,,,N,42.3909,-71.1183,6,250173509002008
18045323,2018-07-30 16:52:00,First Half (4PM - Midnight),"BANKS ST & ELM ST Somerville, MA",DAYLIGHT                                          ,,DRY                                               ,TRAFFIC CONGESTION RELATED                        ,,T-INTERSECTION                                    ,,"SIDESWIPE, SAME DIRECTION                         ",,ROADWAY                                           ,,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3909,-71.1183,6,250173509002008
20029888,2020-06-13 16:38:00,First Half (4PM - Midnight),"DAVENPORT & ELM Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",OTHER                                             ,ROADWAY                                           ,20 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3906,-71.1179,6,250173509002008
19053085,2019-09-15 12:54:00,Day Shift (8AM - 4PM),"117 ELM ST Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH PEDALCYCLE                         ,ROADWAY                                           ,25 ,N,0,0,1,0,0,1,0,1,0,1,0,SHARED-USE PATH OR TRAILS                         ,"WALKING, RUNNING OR CYCLING                       ",APPARENTLY NORMAL                                 ,Y,42.3903,-71.1174,6,250173509002009
19052783,2019-09-13 19:47:00,First Half (4PM - Midnight),"BURNSIDE AV & ELM ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",UNKNOWN                                           ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,1,0,0,0,1,0,1,0,IN ROADWAY                                        ,"WALKING, RUNNING OR CYCLING                       ",APPARENTLY NORMAL                                 ,Y,42.3902,-71.1176,6,250173509002010
19062962,2019-11-02 20:29:00,First Half (4PM - Midnight),"BURNSIDE AV & ELM ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,STOP SIGNS                                        ,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,30 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3902,-71.1176,6,250173509002010
20062904,2020-12-30 18:43:00,First Half (4PM - Midnight),"BURNSIDE AV & ELM ST Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,STOP SIGNS                                        ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3902,-71.1176,6,250173509002010
18044213,2018-07-25 17:54:00,First Half (4PM - Midnight),"411 HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,ROADWAY                                           ,,N,0,0,0,0,2,0,0,1,0,1,0,IN ROADWAY                                        ,"WALKING, RUNNING OR CYCLING                       ",APPARENTLY NORMAL                                 ,N,42.3961,-71.1214,6,250173509003000
22020098,2022-04-14 16:32:00,First Half (4PM - Midnight),"417 HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3965,-71.1218,6,250173509003000
22058517,2022-10-12 13:10:00,Day Shift (8AM - 4PM),"421 HIGHLAND AVE Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",UNKNOWN                                           ,OTHER                                             ,UNKNOWN                                           ,25 ,Y,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3965,-71.1218,6,250173509003000
19026471,2019-05-14 15:13:00,Day Shift (8AM - 4PM),"403 HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDESTRIAN                         ,ROADWAY                                           ,25 ,N,0,0,1,0,1,0,0,1,1,0,0,NOT IN ROADWAY                                    ,APPROACHING OR LEAVING VEHICLE                    ,APPARENTLY NORMAL                                 ,Y,42.3962,-71.1209,6,250173509003000
23072903,2023-12-19 09:23:00,Day Shift (8AM - 4PM),"COLLEGE AV & HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,FOUR WAY INTERSECTION                             ,"TWO-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,4,0,0,0,0,0,0,,,,N,42.3965,-71.1223,6,250173509003000
21063134,2021-12-06 10:56:00,Day Shift (8AM - 4PM),"403 HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,WET                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,20 ,N,0,0,0,0,4,0,0,0,0,0,0,,,,N,42.3962,-71.1209,6,250173509003000
20005783,2020-02-01 09:42:00,Day Shift (8AM - 4PM),"GROVE ST & HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,FOUR WAY INTERSECTION                             ,"ONE-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,3,3,1,0,0,0,0,0,,,,N,42.3957,-71.1205,6,250173509003000
22043223,2022-08-04 15:05:00,Day Shift (8AM - 4PM),"COLLEGE AV & HIGHLAND AV Somerville, MA",DAWN                                              ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,FIVE-POINT OR MORE                                ,UNKNOWN                                           ,ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,4,0,0,0,0,0,0,,,,N,42.3965,-71.1223,6,250173509003000
22011620,2022-03-06 08:13:00,Day Shift (8AM - 4PM),"GROVE ST & HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,WET                                               ,UNKNOWN                                           ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",HEAD ON                                           ,COLLISION WITH PEDESTRIAN                         ,ROADWAY                                           ,20 ,N,0,0,0,1,3,0,0,1,1,0,0,NON-INTERSECTION CROSSWALK                        ,ENTERING OR CROSSING SPECIFIED LOCATION           ,APPARENTLY NORMAL                                 ,Y,42.3957,-71.1205,6,250173509003000
20041163,2020-08-25 17:51:00,First Half (4PM - Midnight),"421 HIGHLAND AVE Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",REAR-END                                          ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,1,4,0,0,0,0,0,0,,,,N,42.3965,-71.1218,6,250173509003000
22061914,2022-10-28 19:39:00,First Half (4PM - Midnight),"GROVE ST & HIGHLAND AV Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,T-INTERSECTION                                    ,"ONE-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3957,-71.1205,6,250173509003000
22006577,2022-02-09 21:39:00,First Half (4PM - Midnight),"HIGHLAND AVE. & GROVE ST. Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,20 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,Y,42.3957,-71.1205,6,250173509003000
22001239,2022-01-09 13:02:00,Day Shift (8AM - 4PM),"403 HIGHLAND AV Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,4,0,0,0,0,0,0,,,,N,42.3962,-71.1209,6,250173509003000
19005022,2019-01-28 00:48:00,Last Half (Midnight - 8AM),"399 HIGHLAND AV Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,STOP SIGNS                                        ,UNKNOWN                                           ,UNKNOWN                                           ,"SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,UNKNOWN                                           ,25 ,N,0,0,2,0,2,0,0,0,0,0,0,,,,N,42.3959,-71.1205,6,250173509003000
19052766,2019-09-13 17:38:00,First Half (4PM - Midnight),"GROVE ST & HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,YIELD SIGNS                                       ,FOUR WAY INTERSECTION                             ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDESTRIAN                         ,ROADWAY                                           ,20 ,N,0,0,1,0,1,0,0,1,1,0,0,NON-INTERSECTION CROSSWALK                        ,"WALKING, RUNNING OR CYCLING                       ",APPARENTLY NORMAL                                 ,N,42.3957,-71.1205,6,250173509003000
22024841,2022-05-06 15:25:00,Day Shift (8AM - 4PM),"415 HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,TRAFFIC CONGESTION RELATED                        ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",SINGLE VEHICLE CRASH                              ,COLLISION WITH PEDALCYCLE                         ,ROADWAY                                           ,25 ,N,0,0,1,0,1,0,0,1,0,1,0,IN ROADWAY                                        ,"WALKING, RUNNING OR CYCLING                       ",APPARENTLY NORMAL                                 ,N,42.3965,-71.1218,6,250173509003000
23026716,2023-05-15 14:43:00,Day Shift (8AM - 4PM),"421 HIGHLAND AVE Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,T-INTERSECTION                                    ,"ONE-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3965,-71.1218,6,250173509003000
23001130,2023-01-07 19:45:00,First Half (4PM - Midnight),"GROVE ST & HIGHLAND AV Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,STOP SIGNS                                        ,T-INTERSECTION                                    ,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,20 ,N,0,0,0,0,6,0,0,0,0,0,0,,,,N,42.3957,-71.1205,6,250173509003000
20016800,2020-03-28 10:01:00,Day Shift (8AM - 4PM),"COLLEGE AV & HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,TRAFFIC CONTROL SIGNAL                            ,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH OTHER MOVABLE OBJECT               ,ROADWAY                                           ,20 ,N,0,0,0,0,3,0,0,1,0,1,0,IN ROADWAY                                        ,"WALKING, RUNNING OR CYCLING                       ",APPARENTLY NORMAL                                 ,N,42.3965,-71.1223,6,250173509003000
19006750,2019-02-06 16:04:00,First Half (4PM - Midnight),"GROVE ST & HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,FOUR WAY INTERSECTION                             ,"TWO-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH PEDALCYCLE                         ,ROADWAY                                           ,30 ,N,0,0,1,0,1,0,0,1,0,1,0,MARKED CROSSWALK AT INTERSECTION                  ,ENTERING OR CROSSING SPECIFIED LOCATION           ,APPARENTLY NORMAL                                 ,N,42.3957,-71.1205,6,250173509003000
19013336,2019-03-11 09:46:00,Day Shift (8AM - 4PM),"GROVE ST & HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,SNOW                                              ,NONE                                              ,STOP SIGNS                                        ,T-INTERSECTION                                    ,"TWO-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH LIGHT POLE OR OTHER POST/SUPPORT   ,ROADWAY                                           ,20 ,N,0,0,0,0,2,0,0,0,0,0,0,,,,N,42.3957,-71.1205,6,250173509003000
22030246,2022-05-31 07:51:00,Last Half (Midnight - 8AM),"406 HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,4,0,0,0,0,0,0,,,,N,42.3959,-71.1213,6,250173509003001
21016631,2021-04-02 16:47:00,First Half (4PM - Midnight),"408 HIGHLAND AV Somerville, MA",DAYLIGHT                                          ,CLOUDY                                            ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ","SIDESWIPE, SAME DIRECTION                         ",COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,25 ,N,0,0,0,0,3,0,0,0,0,0,0,,,,N,42.3959,-71.1213,6,250173509003001
18070899,2018-11-30 21:07:00,First Half (4PM - Midnight),"400 HIGHLAND AVE Somerville, MA",DARK - LIGHTED ROADWAY                            ,CLEAR                                             ,DRY                                               ,NONE                                              ,NO CONTROLS                                       ,NOT AT INTERSECTION                               ,"ONE-WAY, NOT DIVIDED                              ",ANGLE                                             ,COLLISION WITH MOTOR VEHICLE IN TRAFFIC           ,ROADWAY                                           ,20 ,N,0,0,0,0,4,0,0,0,0,0,0,,,,N,42.3957,-71.1209,6,250173509003001
